Fid,CDate,Precipitation,Humidity,WindSpeed,WeatherCondition,AvgTemp,AvgTempUncertainty,City,Country,Latitude,Longitude,Season,Crop,Label,Results
192.229.173.173-10.42.0.211-443-47246-6,26-11-22,0.0,63.49600267,12.7439254,Cloudy,20.477,2.081,Achalpur,India,21.70N,77.02E,Kharif     ,Rice,1,1
10.42.0.1-10.42.0.42-53-25051-17,27-11-22,7.814557853999999,71.04275435,8.242979988,Rain,22.344,1.776,Achalpur,India,21.70N,77.02E,Kharif     ,Sesamum,0,0
10.42.0.151-58.63.236.212-42262-443-6,28-11-22,0.0,38.21552558,3.382542997,Sunny,27.712,2.072,Achalpur,India,21.70N,77.02E,Kharif     ,Sunflower,0,0
10.42.0.42-123.125.29.220-44846-80-6,29-11-22,0.0,93.16022684,8.170419646000001,Partly Cloudy,31.599,2.079,Achalpur,India,21.70N,77.02E,Kharif     ,Urad,0,0
172.217.10.74-10.42.0.211-443-51347-6,30-11-22,5.75384267,36.18540698,14.780691800000001,Rain,33.1,2.04,Achalpur,India,21.70N,77.02E,Rabi       ,Cowpea(Lobia),1,1
169.47.5.252-10.42.0.211-443-41851-6,01-12-22,0.0,73.41474978,8.464343346,Cloudy,32.525,1.8869999999999998,Achalpur,India,21.70N,77.02E,Rabi       ,Dry chillies,0,0
172.217.10.106-10.42.0.211-443-44087-6,02-12-22,0.0,46.78845298,17.42674906,Sunny,27.944000000000003,1.669,Achalpur,India,21.70N,77.02E,Rabi       ,Gram,1,1
203.205.158.63-10.42.0.211-80-41547-6,03-12-22,0.0,41.08398704,4.009876704,Sunny,26.355999999999998,1.463,Achalpur,India,21.70N,77.02E,Rabi       ,Horse-gram,0,0
10.42.0.211-10.42.0.1-64847-53-17,04-12-22,0.0,70.37484174,13.54035452,Rain,27.498,1.867,Achalpur,India,21.70N,77.02E,Rabi       ,Maize,1,1
10.42.0.211-10.42.0.1-49155-53-17,05-12-22,0.0,97.53661316,12.82406321,Cloudy,25.872,3.071,Achalpur,India,21.70N,77.02E,Rabi       ,Moong(Green Gram),0,0
221.204.60.34-10.42.0.42-80-37108-6,06-12-22,4.400157435,34.39398026,19.91769216,Rain,21.883000000000003,1.922,Achalpur,India,21.70N,77.02E,Rabi       ,Onion,1,1
172.217.10.98-10.42.0.211-443-41454-6,07-12-22,0.0,69.41959556,4.196748167,Cloudy,18.969,1.949,Achalpur,India,21.70N,77.02E,Rabi       ,Other  Rabi pulses,1,1
10.42.0.211-10.42.0.1-32499-53-17,08-12-22,0.0,75.75334415,18.03273228,Cloudy,18.331,2.002,Achalpur,India,21.70N,77.02E,Rabi       ,Potato,0,0
10.42.0.1-10.42.0.42-53-37766-17,09-12-22,4.678435207,70.8596507,19.29402722,Cloudy,20.932,2.8539999999999996,Achalpur,India,21.70N,77.02E,Rabi       ,Ragi,1,1
10.42.0.211-59.38.112.48-40129-443-6,10-12-22,0.0,46.42905669,1.295890605,Rain,26.229,2.189,Achalpur,India,21.70N,77.02E,Rabi       ,Rice,0,0
10.42.0.211-106.11.95.7-48650-443-6,11-12-22,0.0,86.90021475,8.621748066,Sunny,31.967,1.808,Achalpur,India,21.70N,77.02E,Rabi       ,Sunflower,0,0
10.42.0.211-10.42.0.1-59367-53-17,12-12-22,4.534923711,39.80085478,10.66463079,Snow,34.066,1.7469999999999999,Achalpur,India,21.70N,77.02E,Rabi       ,Urad,1,1
183.79.249.252-10.42.0.151-443-34312-6,13-12-22,0.0,84.50809113,14.12671137,Sunny,31.775,1.68,Achalpur,India,21.70N,77.02E,Summer     ,Cotton(lint),1,1
10.42.0.211-103.235.46.211-56423-443-6,14-12-22,0.0,97.60315712,13.03472633,Partly Cloudy,27.959,1.4769999999999999,Achalpur,India,21.70N,77.02E,Summer     ,Dry chillies,0,0
10.42.0.211-10.42.0.1-42854-53-17,15-12-22,0.0,79.59699532,4.1826228930000005,Sunny,27.557,1.749,Achalpur,India,21.70N,77.02E,Summer     ,Groundnut,1,1
175.100.207.206-10.42.0.211-80-46304-6,16-12-22,0.0,48.12846457,2.41891059,Partly Cloudy,27.451,1.732,Achalpur,India,21.70N,77.02E,Summer     ,Maize,0,0
172.217.12.202-10.42.0.211-443-36974-6,17-12-22,0.0,44.03877788,6.05825668,Partly Cloudy,25.646,2.504,Achalpur,India,21.70N,77.02E,Summer     ,Onion,1,1
172.217.10.132-10.42.0.42-443-34065-6,18-12-22,0.0,36.91067115,5.152023252,Partly Cloudy,22.366999999999997,2.225,Achalpur,India,21.70N,77.02E,Summer     ,Ragi,0,0
10.42.0.151-103.235.46.211-56587-443-6,19-12-22,0.0,61.45449127,14.07318104,Partly Cloudy,19.178,2.6210000000000004,Achalpur,India,21.70N,77.02E,Summer     ,Rice,1,1
10.42.0.151-52.84.29.154-34139-443-6,20-12-22,5.858510971,74.24124844,11.44591527,Sunny,20.169,3.676,Achalpur,India,21.70N,77.02E,Summer     ,Sunflower,0,0
172.217.6.226-10.42.0.211-443-43106-6,21-12-22,0.0,79.26343665,17.78311263,Sunny,21.823,2.0140000000000002,Achalpur,India,21.70N,77.02E,Whole Year ,Arecanut,1,1
198.11.132.53-10.42.0.211-443-56337-6,22-12-22,7.164522913,54.03024831,13.64743795,Cloudy,26.13,3.3539999999999996,Achalpur,India,21.70N,77.02E,Whole Year ,Black pepper,0,0
10.42.0.211-64.71.142.95-56706-443-6,23-12-22,8.640755031,61.98503319,10.27860303,Partly Cloudy,32.843,1.8330000000000002,Achalpur,India,21.70N,77.02E,Whole Year ,Cashewnut,1,1
172.217.3.98-10.42.0.211-443-34449-6,24-12-22,3.391351232,36.54426128,15.75422011,Sunny,34.568000000000005,1.827,Achalpur,India,21.70N,77.02E,Whole Year ,Coconut ,0,0
151.101.20.207-10.42.0.211-443-42785-6,25-12-22,0.0,38.80614569,18.89101257,Partly Cloudy,32.122,1.76,Achalpur,India,21.70N,77.02E,Whole Year ,Coriander,1,1
10.42.0.151-31.13.80.5-48480-443-6,26-12-22,9.293456019,79.09863359,3.820999287,Cloudy,28.814,2.233,Achalpur,India,21.70N,77.02E,Whole Year ,Dry ginger,1,1
172.217.3.106-10.42.0.151-443-56701-6,27-12-22,0.0,84.02916491,5.892394422000001,Partly Cloudy,26.555,1.656,Achalpur,India,21.70N,77.02E,Whole Year ,Garlic,0,0
10.42.0.151-23.208.168.108-54199-443-6,28-12-22,5.247441987,90.921981,10.85172936,Partly Cloudy,27.225,3.0239999999999996,Achalpur,India,21.70N,77.02E,Whole Year ,Sannhamp,0,0
10.42.0.211-23.203.49.224-39850-443-6,29-12-22,0.0,99.60793878,3.2598213389999997,Snow,25.502,1.868,Achalpur,India,21.70N,77.02E,Whole Year ,Sugarcane,0,0
10.42.0.211-23.21.192.242-39609-443-6,30-12-22,0.0,55.41097068,0.151457742,Sunny,23.236,3.2769999999999997,Achalpur,India,21.70N,77.02E,Whole Year ,Tobacco,1,1
10.42.0.151-115.239.210.141-35218-443-6,01-01-22,0.0,31.42069487,5.381495715,Rain,18.827,3.47,Achalpur,India,21.70N,77.02E,Whole Year ,Turmeric,1,1
140.205.230.8-10.42.0.211-80-40922-6,02-01-22,0.0,82.1208071,18.1637051,Sunny,19.779,1.739,Achalpur,India,21.70N,77.02E,Kharif     ,Arhar/Tur,1,1
10.42.0.151-36.110.210.167-33303-80-6,03-01-22,0.0,81.80098884,8.815654736,Snow,21.653000000000002,2.301,Achalpur,India,21.70N,77.02E,Kharif     ,Bajra,1,1
172.217.10.74-10.42.0.151-443-37344-6,04-01-22,0.0,79.24181084,2.962377127,Cloudy,26.785,1.584,Achalpur,India,21.70N,77.02E,Kharif     ,Castor seed,1,1
8.0.6.4-8.6.0.1-0-0-0,05-01-22,0.0,59.12784475,5.937777343,Cloudy,30.746,2.048,Achalpur,India,21.70N,77.02E,Kharif     ,Cotton(lint),0,0
10.42.0.151-120.196.211.8-44494-80-6,06-01-22,4.933530253,91.1956553,6.172319046,Cloudy,33.993,1.44,Achalpur,India,21.70N,77.02E,Kharif     ,Cowpea(Lobia),1,1
10.42.0.42-37.1.204.175-54926-80-6,07-01-22,0.0,89.21163528,9.848666757,Cloudy,32.105,2.539,Achalpur,India,21.70N,77.02E,Kharif     ,Dry chillies,0,0
192.229.173.173-10.42.0.211-80-49256-6,08-01-22,0.0,45.55466496,12.00133773,Cloudy,27.113000000000003,1.715,Achalpur,India,21.70N,77.02E,Kharif     ,Groundnut,0,0
202.77.129.150-10.42.0.211-80-40566-6,09-01-22,8.133358263,53.30794564,19.52849156,Snow,26.924,1.173,Achalpur,India,21.70N,77.02E,Kharif     ,Horse-gram,0,0
10.42.0.211-23.194.141.191-42453-443-6,10-01-22,0.0,98.6163848,12.13570116,Snow,26.608,2.001,Achalpur,India,21.70N,77.02E,Kharif     ,Jowar,1,1
217.69.136.175-10.42.0.211-443-46275-6,11-01-22,7.077785825,31.74866702,15.2663943,Cloudy,24.203000000000003,2.145,Achalpur,India,21.70N,77.02E,Kharif     ,Maize,0,0
10.42.0.151-31.13.80.5-52202-443-6,12-01-22,0.0,97.62128533,0.9792633390000001,Rain,21.67,2.89,Achalpur,India,21.70N,77.02E,Kharif     ,Moong(Green Gram),1,1
172.217.12.136-10.42.0.211-443-49849-6,13-01-22,0.0,94.71639696,16.03974794,Cloudy,20.250999999999998,1.518,Achalpur,India,21.70N,77.02E,Kharif     ,Niger seed,0,0
10.42.0.42-91.190.218.54-41050-12350-6,14-01-22,0.0,92.91754250000001,16.939424600000002,Partly Cloudy,19.680999999999997,1.915,Achalpur,India,21.70N,77.02E,Kharif     ,Onion,1,1
10.42.0.211-66.102.255.40-33123-443-6,15-01-22,0.117218176,30.77351071,4.166417786,Snow,21.56,2.443,Achalpur,India,21.70N,77.02E,Kharif     ,Other Kharif pulses,0,0
220.243.225.102-10.42.0.211-80-48749-6,16-01-22,2.304412416,64.83440533,1.02938728,Cloudy,25.859,1.974,Achalpur,India,21.70N,77.02E,Kharif     ,Potato,1,1
10.42.0.211-77.234.42.92-44038-443-6,17-01-22,4.841753871,92.79660096,15.78568156,Cloudy,31.085,2.844,Achalpur,India,21.70N,77.02E,Kharif     ,Ragi,1,1
10.42.0.211-77.234.44.201-33311-80-6,18-01-22,0.0,73.88411766,13.03519494,Rain,33.795,1.88,Achalpur,India,21.70N,77.02E,Kharif     ,Rice,0,0
172.217.10.110-10.42.0.151-443-46893-6,19-01-22,9.730034904,42.84240923,6.982004602000001,Snow,30.146,1.983,Achalpur,India,21.70N,77.02E,Kharif     ,Sesamum,1,1
10.42.0.211-106.39.169.66-55317-80-6,20-01-22,0.0,91.22358198,3.026984398,Cloudy,27.122,1.578,Achalpur,India,21.70N,77.02E,Kharif     ,Small millets,0,0
10.42.0.211-104.97.95.172-34746-80-6,21-01-22,4.934657673,42.31657979,5.931106607,Sunny,26.631,1.689,Achalpur,India,21.70N,77.02E,Kharif     ,Sunflower,0,0
10.42.0.211-10.42.0.1-22771-53-17,22-01-22,8.915742374,52.86159302,18.52163889,Sunny,27.587,1.959,Achalpur,India,21.70N,77.02E,Kharif     ,Urad,1,1
10.42.0.211-66.198.24.240-56222-443-6,23-01-22,0.0,66.06416239,1.31756659,Snow,25.131999999999998,1.5319999999999998,Achalpur,India,21.70N,77.02E,Rabi       ,Cowpea(Lobia),1,1
10.42.0.211-23.219.23.167-40393-80-6,24-01-22,0.0,89.91270558,16.63128324,Sunny,22.156,1.986,Achalpur,India,21.70N,77.02E,Rabi       ,Dry chillies,0,0
10.42.0.1-10.42.0.42-53-3690-17,25-01-22,0.0,98.92596961,7.745130637999999,Rain,19.807000000000002,2.131,Achalpur,India,21.70N,77.02E,Rabi       ,Gram,1,1
203.130.53.126-10.42.0.42-80-32950-6,26-01-22,6.339442158,73.91981896,3.441914205,Partly Cloudy,18.674,2.408,Achalpur,India,21.70N,77.02E,Rabi       ,Horse-gram,0,0
10.42.0.151-10.42.0.1-11903-53-17,27-01-22,0.0,94.25571937,16.42386407,Rain,21.249000000000002,3.1060000000000003,Achalpur,India,21.70N,77.02E,Rabi       ,Maize,1,1
192.229.173.173-10.42.0.211-80-55326-6,28-01-22,3.351008217,49.37175883,3.629377938,Cloudy,,,Achalpur,India,21.70N,77.02E,Rabi       ,Moong(Green Gram),0,0
10.42.0.42-54.239.17.113-49980-443-6,29-01-22,3.9923648519999997,68.17872389,2.513895408,Rain,,,Achalpur,India,21.70N,77.02E,Rabi       ,Onion,1,1
10.42.0.211-54.192.38.7-58503-443-6,30-01-22,0.0,75.27912869,3.375840997,Cloudy,31.728,1.804,Achalpur,India,21.70N,77.02E,Rabi       ,Other  Rabi pulses,0,0
172.217.9.238-10.42.0.211-443-38692-6,31-01-22,0.0,76.48712437,16.94801196,Cloudy,31.72,1.8,Achalpur,India,21.70N,77.02E,Rabi       ,Potato,0,0
10.42.0.151-10.42.0.1-18474-53-17,01-02-22,3.566740217,84.75201267,1.918532941,Cloudy,27.826,2.155,Achalpur,India,21.70N,77.02E,Rabi       ,Ragi,0,0
10.42.0.151-52.84.134.181-50539-443-6,02-02-22,1.361111226,59.06626189,14.68452543,Partly Cloudy,26.224,1.8619999999999999,Achalpur,India,21.70N,77.02E,Rabi       ,Rice,0,0
172.217.5.227-10.42.0.211-443-47480-6,03-02-22,0.0,39.85813617,14.12926936,Partly Cloudy,27.119,1.679,Achalpur,India,21.70N,77.02E,Rabi       ,Sunflower,0,0
10.42.0.151-10.42.0.1-33698-53-17,04-02-22,0.0,47.55734475,6.108730697,Rain,24.869,1.4240000000000002,Achalpur,India,21.70N,77.02E,Rabi       ,Urad,1,1
10.42.0.211-77.234.42.92-54014-443-6,05-02-22,0.0,97.22259279,7.557579197999999,Rain,21.975,2.239,Achalpur,India,21.70N,77.02E,Summer     ,Dry chillies,1,1
216.58.219.195-10.42.0.211-80-54436-6,06-02-22,0.0,57.44980117,17.95168117,Rain,20.461,1.761,Achalpur,India,21.70N,77.02E,Summer     ,Maize,0,0
10.42.0.211-10.42.0.1-15320-53-17,07-02-22,0.0,81.43757999,1.179169785,Sunny,,,Achalpur,India,21.70N,77.02E,Summer     ,Onion,0,0
151.101.118.2-10.42.0.211-443-55753-6,08-02-22,0.0,87.66375878,15.42431805,Rain,,,Achalpur,India,21.70N,77.02E,Summer     ,Potato,0,0
10.42.0.211-66.198.24.253-53285-443-6,09-02-22,0.0,62.55358387,6.817017601,Snow,,,Achalpur,India,21.70N,77.02E,Summer     ,Ragi,1,1
172.217.10.234-10.42.0.151-443-37239-6,10-02-22,0.0,46.61755799,9.830788696,Cloudy,17.565,2.146,Achalpur,India,21.70N,77.02E,Summer     ,Rice,1,1
216.58.219.234-10.42.0.211-443-42992-6,11-02-22,0.0,53.88987107,19.42656779,Sunny,18.879,4.434,Achalpur,India,21.70N,77.02E,Summer     ,Sunflower,1,1
174.35.73.136-10.42.0.211-80-47891-6,12-02-22,0.0,50.10510871,6.576492856000001,Cloudy,18.867,2.153,Achalpur,India,21.70N,77.02E,Whole Year ,Arecanut,1,1
172.217.7.2-10.42.0.211-443-48579-6,13-02-22,0.0,63.65713422,3.163391745,Partly Cloudy,25.146,1.7630000000000001,Achalpur,India,21.70N,77.02E,Whole Year ,Black pepper,1,1
203.205.151.47-10.42.0.211-80-45074-6,14-02-22,0.0,47.60494645,7.414463662999999,Cloudy,29.991999999999997,3.6839999999999997,Achalpur,India,21.70N,77.02E,Whole Year ,Cardamom,0,0
10.42.0.211-10.42.0.1-52889-53-17,15-02-22,6.243691987,91.90166354,19.30601291,Rain,33.366,2.1069999999999998,Achalpur,India,21.70N,77.02E,Whole Year ,Cashewnut,1,1
169.45.210.93-10.42.0.211-5222-44767-6,16-02-22,0.006968111,64.41062336,13.89404075,Partly Cloudy,30.283,2.365,Achalpur,India,21.70N,77.02E,Whole Year ,Coconut ,0,0
10.42.0.42-52.26.15.212-47863-443-6,17-02-22,7.91368162,36.46594879999999,17.3241637,Partly Cloudy,25.151999999999997,1.643,Achalpur,India,21.70N,77.02E,Whole Year ,Coriander,0,0
10.42.0.1-10.42.0.42-53-54812-17,18-02-22,0.0,41.684686600000006,11.89546785,Rain,24.565,1.1059999999999999,Achalpur,India,21.70N,77.02E,Whole Year ,Dry ginger,0,0
203.205.128.137-10.42.0.211-80-46246-6,19-02-22,9.240173661,81.30852019,15.01746479,Snow,24.662,1.103,Achalpur,India,21.70N,77.02E,Whole Year ,Garlic,1,1
10.42.0.151-114.134.80.163-44163-80-6,20-02-22,6.095208379,49.80943129,6.726533637999999,Cloudy,22.81,5.337000000000001,Achalpur,India,21.70N,77.02E,Whole Year ,Sugarcane,0,0
180.149.136.194-10.42.0.211-80-36096-6,21-02-22,4.645213467,82.26935397,4.415349958,Rain,20.706999999999997,6.234,Achalpur,India,21.70N,77.02E,Whole Year ,Tobacco,1,1
183.79.248.252-10.42.0.211-443-44390-6,22-02-22,0.0,88.28102966,9.751731643,Sunny,18.01,1.7269999999999999,Achalpur,India,21.70N,77.02E,Whole Year ,Turmeric,0,0
10.42.0.211-69.147.64.34-46376-443-6,23-02-22,0.578220368,83.77189096,10.50927202,Cloudy,18.49,4.3660000000000005,Achalpur,India,21.70N,77.02E,Kharif     ,Arhar/Tur,1,1
10.42.0.211-10.42.0.1-43358-53-17,24-02-22,0.0,93.52409734,16.72436398,Partly Cloudy,21.366,2.6710000000000003,Achalpur,India,21.70N,77.02E,Kharif     ,Bajra,0,0
172.217.8.4-10.42.0.211-443-49110-6,25-02-22,6.496892008,90.64587886,12.82492863,Cloudy,25.43,1.8219999999999998,Achalpur,India,21.70N,77.02E,Kharif     ,Castor seed,1,1
10.42.0.211-106.11.92.14-42223-443-6,26-02-22,0.0,87.68334955,0.167955477,Cloudy,30.701999999999998,1.992,Achalpur,India,21.70N,77.02E,Kharif     ,Cotton(lint),1,1
10.42.0.211-23.208.168.108-44318-80-6,27-02-22,3.177582558,83.41086713,9.698366626,Partly Cloudy,32.22,2.1390000000000002,Achalpur,India,21.70N,77.02E,Kharif     ,Cowpea(Lobia),0,0
10.42.0.1-10.42.0.42-53-26165-17,28-02-22,0.0,38.85942599,0.417554249,Cloudy,29.296,1.855,Achalpur,India,21.70N,77.02E,Kharif     ,Dry chillies,1,1
157.255.128.111-10.42.0.42-80-60864-6,29-02-2022,0.0,83.64747091,0.7361035490000001,Partly Cloudy,25.775,1.82,Achalpur,India,21.70N,77.02E,Kharif     ,Groundnut,0,0
206.108.0.131-10.42.0.211-123-39704-17,01-03-22,0.0,97.58414058,17.1210925,Rain,25.445999999999998,1.645,Achalpur,India,21.70N,77.02E,Kharif     ,Horse-gram,0,0
10.42.0.211-10.42.0.1-32223-53-17,02-03-22,0.0,59.67409177,7.923451007000001,Cloudy,24.034000000000002,2.51,Achalpur,India,21.70N,77.02E,Kharif     ,Jowar,1,1
172.217.10.97-10.42.0.42-443-46919-6,03-03-22,0.0,67.46315187,7.385887529,Snow,23.226,2.537,Achalpur,India,21.70N,77.02E,Kharif     ,Maize,1,1
8.0.6.4-8.6.0.1-0-0-0,04-03-22,1.127044961,71.76592871,1.30281993,Snow,20.863000000000003,2.329,Achalpur,India,21.70N,77.02E,Kharif     ,Moong(Green Gram),0,0
157.56.52.23-10.42.0.42-40033-59069-6,05-03-22,5.470421837999999,63.28037024,4.057050693,Snow,17.868,2.9989999999999997,Achalpur,India,21.70N,77.02E,Kharif     ,Niger seed,1,1
202.77.129.150-10.42.0.42-80-60125-6,06-03-22,0.0,93.83403787,6.808379745,Snow,18.736,3.219,Achalpur,India,21.70N,77.02E,Kharif     ,Onion,0,0
172.217.9.225-10.42.0.151-443-33794-6,07-03-22,0.0,83.16602664,4.804888713,Snow,20.706,2.008,Achalpur,India,21.70N,77.02E,Kharif     ,Other Kharif pulses,1,1
10.42.0.42-52.84.29.134-50202-443-6,08-03-22,0.0,78.07220451,18.67874818,Partly Cloudy,25.904,1.8719999999999999,Achalpur,India,21.70N,77.02E,Kharif     ,Potato,0,0
182.254.5.234-10.42.0.151-80-52857-6,09-03-22,0.0,56.47908409,3.53792421,Snow,31.479,5.124,Achalpur,India,21.70N,77.02E,Kharif     ,Ragi,1,1
10.42.0.211-69.147.82.60-42759-443-6,10-03-22,2.661859512,68.45199932,0.93054455,Snow,33.898,3.031,Achalpur,India,21.70N,77.02E,Kharif     ,Rice,1,1
172.217.12.206-10.42.0.151-443-41683-6,11-03-22,0.0,94.08907848,1.680331195,Partly Cloudy,31.023000000000003,3.9,Achalpur,India,21.70N,77.02E,Kharif     ,Sesamum,0,0
169.55.67.238-10.42.0.211-443-55653-6,12-03-22,0.0,94.52233045,6.638796057,Cloudy,25.291999999999998,3.114,Achalpur,India,21.70N,77.02E,Kharif     ,Small millets,1,1
10.42.0.151-87.240.165.91-54044-80-6,13-03-22,0.0,93.20405652,13.49791564,Rain,24.318,1.984,Achalpur,India,21.70N,77.02E,Kharif     ,Sunflower,0,0
10.42.0.211-123.125.115.164-59143-443-6,14-03-22,0.0,65.77678352,12.31333955,Sunny,24.819000000000003,1.6219999999999999,Achalpur,India,21.70N,77.02E,Kharif     ,Urad,0,0
10.42.0.211-101.69.121.110-33689-80-6,15-03-22,8.551474792,80.83741798,9.904644179,Sunny,23.35,2.083,Achalpur,India,21.70N,77.02E,Rabi       ,Dry chillies,1,1
10.42.0.151-10.42.0.1-5969-53-17,16-03-22,8.632946859,81.95066285,11.78312965,Cloudy,20.956,4.638,Achalpur,India,21.70N,77.02E,Rabi       ,Gram,1,1
172.217.3.98-10.42.0.211-443-34373-6,17-03-22,0.0,99.44303849,11.19408334,Sunny,18.372,1.6440000000000001,Achalpur,India,21.70N,77.02E,Rabi       ,Horse-gram,0,0
8.0.6.4-8.6.0.1-0-0-0,18-03-22,0.0,40.61337056,0.616347078,Rain,16.999000000000002,2.2880000000000003,Achalpur,India,21.70N,77.02E,Rabi       ,Linseed,0,0
157.240.18.35-10.42.0.211-443-49880-6,19-03-22,0.0,37.20847474,0.271396756,Partly Cloudy,20.183,3.05,Achalpur,India,21.70N,77.02E,Rabi       ,Maize,0,0
169.53.71.229-10.42.0.151-443-37218-6,20-03-22,4.2273502060000006,30.98413343,0.072368062,Cloudy,24.874000000000002,6.001,Achalpur,India,21.70N,77.02E,Rabi       ,Onion,1,1
10.42.0.211-54.192.38.18-40826-443-6,21-03-22,2.134217191,59.49128634,14.67076537,Rain,29.837,1.594,Achalpur,India,21.70N,77.02E,Rabi       ,Other  Rabi pulses,1,1
10.42.0.151-10.42.0.1-10790-53-17,22-03-22,0.0,55.92270055,7.184646524,Snow,32.601,1.314,Achalpur,India,21.70N,77.02E,Rabi       ,Potato,1,1
173.194.204.113-10.42.0.151-443-36762-6,23-03-22,3.9370702000000004,92.21223012,1.311748413,Rain,30.441,1.825,Achalpur,India,21.70N,77.02E,Rabi       ,Ragi,1,1
172.217.3.98-10.42.0.211-443-41462-6,24-03-22,0.0,83.92989373,9.803124143,Snow,26.024,1.235,Achalpur,India,21.70N,77.02E,Rabi       ,Rice,1,1
172.217.12.195-10.42.0.151-443-43853-6,25-03-22,0.0,46.38453024,8.827087658,Sunny,25.057,1.5930000000000002,Achalpur,India,21.70N,77.02E,Rabi       ,Sunflower,0,0
180.149.138.210-10.42.0.42-80-44577-6,26-03-22,0.0,48.14993225,7.40069251,Partly Cloudy,25.291,1.013,Achalpur,India,21.70N,77.02E,Summer     ,Dry chillies,1,1
224.0.0.251-10.42.0.151-5353-5353-17,27-03-22,6.2563673710000005,94.52812368,2.928089477,Rain,24.572,1.8159999999999998,Achalpur,India,21.70N,77.02E,Summer     ,Maize,0,0
10.42.0.211-104.97.95.172-59536-80-6,28-03-22,3.8512735780000003,72.18618548,6.721673752999999,Snow,21.683000000000003,1.618,Achalpur,India,21.70N,77.02E,Summer     ,Onion,0,0
10.42.0.42-123.125.29.220-37344-80-6,29-03-22,1.3842849959999999,66.15146613,15.96225234,Sunny,18.245,1.464,Achalpur,India,21.70N,77.02E,Summer     ,Potato,0,0
10.42.0.151-104.192.110.245-41601-443-6,30-03-22,0.0,77.39935293,6.247355664,Sunny,17.562,4.356,Achalpur,India,21.70N,77.02E,Summer     ,Ragi,1,1
10.42.0.1-10.42.0.42-53-57952-17,31-03-22,2.928257144,89.60282843,17.52892494,Partly Cloudy,20.242,1.767,Achalpur,India,21.70N,77.02E,Summer     ,Rice,0,0
172.217.10.46-10.42.0.151-443-42071-6,01-04-22,5.425575199,45.11559327,18.49011244,Partly Cloudy,25.445999999999998,1.821,Achalpur,India,21.70N,77.02E,Whole Year ,Arecanut,1,1
10.42.0.151-10.42.0.1-26227-53-17,02-04-22,4.353134031000001,79.36420379,2.3751570909999997,Rain,31.39,1.44,Achalpur,India,21.70N,77.02E,Whole Year ,Black pepper,0,0
192.229.163.180-10.42.0.211-443-52495-6,03-04-22,0.0,61.70531239,0.617822161,Cloudy,32.806999999999995,1.6230000000000002,Achalpur,India,21.70N,77.02E,Whole Year ,Cardamom,1,1
10.42.0.42-31.13.71.36-54194-443-6,04-04-22,8.429286451,65.79878812,1.923634135,Rain,30.305999999999997,1.507,Achalpur,India,21.70N,77.02E,Whole Year ,Cashewnut,0,0
203.205.190.48-10.42.0.151-80-43717-6,05-04-22,1.810312132,77.51260701,3.813784021,Rain,26.061,2.488,Achalpur,India,21.70N,77.02E,Whole Year ,Coconut ,1,1
172.217.11.2-10.42.0.151-443-42621-6,06-04-22,6.989995107,72.08733588,17.48740331,Cloudy,24.663,2.305,Achalpur,India,21.70N,77.02E,Whole Year ,Coriander,1,1
10.42.0.1-10.42.0.42-53-36164-17,07-04-22,7.506465492,55.71529514,13.9399633,Partly Cloudy,25.568,1.8119999999999998,Achalpur,India,21.70N,77.02E,Whole Year ,Dry ginger,0,0
172.217.3.98-10.42.0.151-443-51622-6,08-04-22,0.0,46.41320495,7.313181437000001,Sunny,24.169,1.4369999999999998,Achalpur,India,21.70N,77.02E,Whole Year ,Garlic,1,1
10.42.0.42-123.125.29.138-53535-80-6,09-04-22,0.0,65.52931811,11.6777528,Partly Cloudy,21.278000000000002,1.5930000000000002,Achalpur,India,21.70N,77.02E,Whole Year ,Sugarcane,0,0
10.42.0.151-14.17.42.57-53100-80-6,10-04-22,0.0,77.68545966,15.51019106,Snow,18.293,2.2119999999999997,Achalpur,India,21.70N,77.02E,Whole Year ,Tapioca,0,0
172.217.12.196-10.42.0.151-443-52085-6,11-04-22,0.0,80.7269426,3.996911351,Sunny,19.92,2.845,Achalpur,India,21.70N,77.02E,Whole Year ,Tobacco,1,1
172.217.10.234-10.42.0.151-443-47670-6,12-04-22,0.0,38.71297432,4.83452621,Partly Cloudy,22.480999999999998,3.622,Achalpur,India,21.70N,77.02E,Whole Year ,Turmeric,1,1
10.42.0.211-64.71.142.124-36951-80-6,13-04-22,0.0,61.57131095,0.45596227200000006,Partly Cloudy,26.74,1.8840000000000001,Achalpur,India,21.70N,77.02E,Kharif     ,Arhar/Tur,0,0
172.217.12.142-10.42.0.211-443-44074-6,14-04-22,0.0,40.37030814,7.023772299,Cloudy,30.194000000000003,1.643,Achalpur,India,21.70N,77.02E,Kharif     ,Castor seed,1,1
180.149.136.194-10.42.0.211-80-41591-6,15-04-22,9.006094044,50.08445053,16.29593907,Rain,33.439,1.75,Achalpur,India,21.70N,77.02E,Kharif     ,Dry chillies,0,0
10.42.0.211-103.235.46.212-60284-80-6,16-04-22,0.0,66.86018588,10.22103631,Snow,30.612,2.658,Achalpur,India,21.70N,77.02E,Kharif     ,Groundnut,1,1
10.42.0.151-10.42.0.1-2253-53-17,17-04-22,0.0,84.72531009999999,19.56210962,Snow,26.267,1.841,Achalpur,India,21.70N,77.02E,Kharif     ,Horse-gram,0,0
